,personNr1,personNr2,connection
1995,19480223-5316,19390707-9489,partner of
1996,19020701-5212,19080828-7807,partner of
1997,19080828-7807,19160516-1377,partner of
1998,19671127-2431,19451202-5459,child of
1999,19451202-5459,19671127-2431,parent of
2000,19451202-5459,19300406-5314,child of
2001,19671127-2431,19300406-5314,child of
2002,19300406-5314,19451202-5459,parent of
2003,19300406-5314,19671127-2431,parent of
2004,19190219-2903,19300406-5314,partner of
2005,19280706-6955,19250216-7791,partner of
2006,19280706-6955,19150725-5759,partner of
2007,19250216-7791,19150725-5759,partner of
2008,19131204-6959,19081122-6767,partner of
2009,19380427-2094,19030124-8991,child of
2010,19510415-2590,19030124-8991,child of
2011,19450312-7877,19030124-8991,child of
2012,19030124-8991,19380427-2094,parent of
2013,19030124-8991,19510415-2590,parent of
2014,19030124-8991,19450312-7877,parent of
2015,19380427-2094,19510415-2590,partner of
2016,19380427-2094,19450312-7877,partner of
2017,19510415-2590,19450312-7877,partner of
2018,19260826-5796,19290312-2270,partner of
2019,19260826-5796,19320507-5726,partner of
2020,19260826-5796,19170212-7087,partner of
2021,19290312-2270,19320507-5726,partner of
2022,19290312-2270,19170212-7087,partner of
2023,19260129-1357,19011221-4137,child of
2024,19260317-7163,19011221-4137,child of
2025,19011221-4137,19260129-1357,parent of
2026,19011221-4137,19260317-7163,parent of
2027,19260129-1357,19260317-7163,partner of
2028,19011221-4137,19020517-8174,partner of
2029,19021004-4773,19070530-9636,partner of
2030,19330201-7925,19300113-7885,partner of
2031,19680425-2603,19150413-4167,child of
2032,19310511-3212,19150413-4167,child of
2033,19370122-9299,19150413-4167,child of
2034,19150413-4167,19680425-2603,parent of
2035,19150413-4167,19310511-3212,parent of
2036,19150413-4167,19370122-9299,parent of
2037,19310511-3212,19370122-9299,partner of
2038,19540225-5095,19340225-1345,child of
2039,19340225-1345,19540225-5095,parent of
2040,19540225-5095,19170919-2816,child of
2041,19340225-1345,19170919-2816,child of
2042,19170919-2816,19540225-5095,parent of
2043,19170919-2816,19340225-1345,parent of
2044,19400927-4886,19431022-8841,partner of
2045,19190601-6434,19161008-6545,partner of
2046,19190601-6434,19291019-2558,partner of
2047,19161008-6545,19291019-2558,partner of
2048,19140606-8518,19051206-4715,partner of
2049,19271230-6536,19300105-6283,partner of
2050,19630501-3994,19390926-7526,child of
2051,19390926-7526,19630501-3994,parent of
2052,19530317-1530,19630501-3994,partner of
2053,19720327-3474,19550405-3810,child of
2054,19550405-3810,19720327-3474,parent of
2055,19720327-3474,19730222-6451,partner of
2056,19370321-9368,19110612-2270,child of
2057,19471012-6921,19110612-2270,child of
2058,19110612-2270,19370321-9368,parent of
2059,19110612-2270,19471012-6921,parent of
2060,19370321-9368,19471012-6921,partner of
2061,19050412-7217,19110612-2270,partner of
2062,19060608-5868,19171109-5317,partner of
2063,19060608-5868,19160829-3636,partner of
2064,19171109-5317,19160829-3636,partner of
2065,19500605-6099,19590428-9460,partner of
2066,19500605-6099,19510731-2504,partner of
2067,19590428-9460,19510731-2504,partner of
2068,19001118-1639,19140112-1980,partner of
2069,19630529-4970,19240708-2655,child of
2070,19240708-2655,19630529-4970,parent of
2071,19630529-4970,19090326-2313,child of
2072,19090326-2313,19630529-4970,parent of
2073,19001107-7376,19090326-2313,partner of
2074,19530202-3703,19410210-7830,partner of
2075,19150927-2459,19270913-5197,partner of
2076,19150927-2459,19190516-4276,partner of
2077,19270913-5197,19190516-4276,partner of
2078,19411207-8890,19400306-4799,partner of
2079,19411207-8890,19300802-3157,partner of
2080,19400306-4799,19300802-3157,partner of
2081,19620802-6597,19440210-7887,child of
2082,19610713-9617,19440210-7887,child of
2083,19440210-7887,19620802-6597,parent of
2084,19440210-7887,19610713-9617,parent of
2085,19440210-7887,19000408-3526,child of
2086,19620802-6597,19000408-3526,child of
2087,19610713-9617,19000408-3526,child of
2088,19000408-3526,19440210-7887,parent of
2089,19000408-3526,19620802-6597,parent of
2090,19000408-3526,19610713-9617,parent of
2091,19620802-6597,19610713-9617,partner of
2092,19670226-8276,19540919-6890,partner of
2093,19090204-6520,19181125-8925,partner of
2094,19281011-6948,19181125-8925,partner of
2095,19431023-5341,19541220-5865,partner of
2096,19260204-2679,19280822-9519,partner of
2097,19380331-8041,19200113-4377,child of
2098,19460111-5404,19200113-4377,child of
2099,19481120-6941,19200113-4377,child of
2100,19200113-4377,19380331-8041,parent of
2101,19200113-4377,19460111-5404,parent of
2102,19200113-4377,19481120-6941,parent of
2103,19380331-8041,19460111-5404,partner of
2104,19380331-8041,19481120-6941,partner of
2105,19460111-5404,19481120-6941,partner of
2106,19250425-1676,19320824-5288,partner of
2107,19410721-6462,19540531-3296,partner of
2108,19540531-3296,19550311-9219,partner of
2109,19170601-7734,19100108-1361,partner of
2110,19231127-1831,19110918-7576,partner of
2111,19110824-3861,19070723-9918,partner of
2112,19110824-3861,19150109-4503,partner of
2113,19070723-9918,19150109-4503,partner of
2114,19580216-6262,19540913-2259,partner of
2115,19661113-5748,19430203-9150,child of
2116,19430203-9150,19661113-5748,parent of
2117,19430203-9150,19160128-1496,child of
2118,19661113-5748,19160128-1496,child of
2119,19160128-1496,19430203-9150,parent of
2120,19160128-1496,19661113-5748,parent of
2121,19380206-2130,19000518-4007,child of
2122,19000518-4007,19380206-2130,parent of
2123,19021007-8029,19140630-7721,partner of
2124,19721028-4194,19170708-2695,child of
2125,19170708-2695,19721028-4194,parent of
2126,19170708-2695,19130214-2436,partner of
2127,19300803-3365,19380607-2326,partner of
2128,19481022-6189,19380607-2326,partner of
2129,19410514-1303,19420511-8924,partner of
2130,19601011-8625,19690629-5144,partner of
2131,19070728-9527,19150725-3903,partner of
2132,19050822-6723,19160904-1786,partner of
2133,19480229-5423,19210414-2235,child of
2134,19210414-2235,19480229-5423,parent of
2135,19080218-3507,19210414-2235,partner of
2136,19280522-1755,19341218-3234,partner of
2137,19430416-7642,19341218-3234,partner of
2138,19690401-2589,19451103-5479,child of
2139,19451103-5479,19690401-2589,parent of
2140,19690401-2589,19360414-7625,child of
2141,19360414-7625,19690401-2589,parent of
2142,19451103-5479,19360414-7625,partner of
2143,19530610-7655,19270820-4804,child of
2144,19660630-3714,19270820-4804,child of
2145,19270820-4804,19530610-7655,parent of
2146,19270820-4804,19660630-3714,parent of
2147,19530610-7655,19660630-3714,partner of
2148,19530122-4089,19600703-1132,partner of
2149,19711115-7225,19020828-4517,child of
2150,19370701-1475,19020828-4517,child of
2151,19020828-4517,19711115-7225,parent of
2152,19020828-4517,19370701-1475,parent of
2153,19711115-7225,19370701-1475,child of
2154,19370701-1475,19711115-7225,parent of
2155,19020828-4517,19000831-1397,partner of
2156,19440628-5732,19080302-5219,child of
2157,19310601-2640,19080302-5219,child of
2158,19080302-5219,19440628-5732,parent of
2159,19080302-5219,19310601-2640,parent of
2160,19440628-5732,19310601-2640,partner of
2161,19141026-5737,19080223-9340,partner of
2162,19730424-1473,19620715-9024,partner of
2163,19370807-3167,19000524-6888,child of
2164,19191213-2345,19000524-6888,child of
2165,19370423-2126,19000524-6888,child of
2166,19000524-6888,19370807-3167,parent of
2167,19000524-6888,19191213-2345,parent of
2168,19000524-6888,19370423-2126,parent of
2169,19370807-3167,19370423-2126,partner of
2170,19400612-8377,19341010-3915,partner of
2171,19400612-8377,19420220-3088,partner of
2172,19341010-3915,19420220-3088,partner of
2173,19410329-4842,19340614-4833,partner of
2174,19170522-6813,19000429-8029,child of
2175,19220610-9507,19000429-8029,child of
2176,19000429-8029,19170522-6813,parent of
2177,19000429-8029,19220610-9507,parent of
2178,19170522-6813,19220610-9507,partner of
2179,19170522-6813,19120414-4368,partner of
2180,19220610-9507,19120414-4368,partner of
2181,19000429-8029,19120414-4368,partner of
2182,19330421-7411,19340326-3451,partner of
2183,19671016-9183,19390126-7032,child of
2184,19390126-7032,19671016-9183,parent of
2185,19390126-7032,19410414-1233,partner of
2186,19071202-1202,19000609-9349,partner of
2187,19071202-1202,19150301-3425,partner of
2188,19560701-9547,19550121-4119,partner of
2189,19560701-9547,19550302-9070,partner of
2190,19550121-4119,19550302-9070,partner of
2191,19660227-6710,19201107-5272,child of
2192,19681029-6553,19201107-5272,child of
2193,19201107-5272,19660227-6710,parent of
2194,19201107-5272,19681029-6553,parent of
2195,19091206-2950,19201107-5272,partner of
2196,19660227-6710,19681029-6553,partner of
2197,19630712-7185,19130420-1920,child of
2198,19130420-1920,19630712-7185,parent of
2199,19730521-2290,19630712-7185,partner of
2200,19131006-2959,19260709-4189,partner of
2201,19590217-9403,19670428-1542,partner of
2202,19311009-1881,19061204-7318,child of
2203,19531106-7417,19061204-7318,child of
2204,19601029-2506,19061204-7318,child of
2205,19061204-7318,19311009-1881,parent of
2206,19061204-7318,19531106-7417,parent of
2207,19061204-7318,19601029-2506,parent of
2208,19531106-7417,19601029-2506,partner of
2209,19070526-1645,19060615-7316,partner of
2210,19070526-1645,19030224-7069,partner of
2211,19060615-7316,19030224-7069,partner of
2212,19170317-1189,19060410-5704,partner of
2213,19390819-3656,19001211-4873,child of
2214,19720321-9071,19001211-4873,child of
2215,19590907-7922,19001211-4873,child of
2216,19001211-4873,19390819-3656,parent of
2217,19001211-4873,19720321-9071,parent of
2218,19001211-4873,19590907-7922,parent of
2219,19720321-9071,19590907-7922,partner of
2220,19290929-5521,19281209-7429,partner of
2221,19290929-5521,19320831-5137,partner of
2222,19281209-7429,19320831-5137,partner of
2223,19600113-5787,19500530-9401,partner of
2224,19460821-1901,19160111-9153,child of
2225,19160111-9153,19460821-1901,parent of
2226,19090615-6429,19160111-9153,partner of
2227,19560630-5557,19610603-5849,partner of
2228,19500727-2450,19620815-3319,partner of
2229,19290623-6601,19270608-9163,partner of
2230,19310921-8112,19290424-1975,partner of
2231,19370921-4664,19310226-8667,partner of
2232,19130828-9118,19210903-5313,partner of
2233,19480711-7491,19410116-4121,partner of
2234,19480711-7491,19561123-5409,partner of
2235,19380306-4097,19460413-9400,partner of
2236,19080511-9475,19070517-4581,partner of
2237,19060920-7363,19020326-3029,partner of
2238,19610329-1759,19641210-7805,partner of
2239,19220217-9539,19000315-2371,child of
2240,19240224-5293,19000315-2371,child of
2241,19000315-2371,19220217-9539,parent of
2242,19000315-2371,19240224-5293,parent of
2243,19220217-9539,19130215-8726,partner of
2244,19220217-9539,19240224-5293,partner of
2245,19000315-2371,19130215-8726,partner of
2246,19130215-8726,19240224-5293,partner of
2247,19090409-1208,19050205-9898,partner of
2248,19710228-3761,19670530-1925,partner of
2249,19710228-3761,19630828-7105,partner of
2250,19670530-1925,19630828-7105,partner of
2251,19451219-8495,19060429-7187,child of
2252,19060429-7187,19451219-8495,parent of
2253,19531108-2994,19560207-8114,partner of
2254,19531108-2994,19421123-4828,partner of
2255,19560207-8114,19421123-4828,partner of
2256,19651210-3370,19440903-3311,child of
2257,19631024-5876,19440903-3311,child of
2258,19440903-3311,19651210-3370,parent of
2259,19440903-3311,19631024-5876,parent of
2260,19651210-3370,19631024-5876,partner of
2261,19580110-4483,19650217-7958,partner of
2262,19200409-9952,19121027-1901,partner of
2263,19480817-8334,19431007-1261,partner of
2264,19340406-4795,19431007-1261,partner of
2265,19320108-1721,19331207-4180,partner of
2266,19231027-3636,19301219-4417,partner of
2267,19231027-3636,19160312-8194,partner of
2268,19421021-6690,19540106-6023,partner of
2269,19620520-9157,19650727-9086,partner of
2270,19620520-9157,19620109-3133,partner of
2271,19650727-9086,19620109-3133,partner of
2272,19640403-3178,19290523-4299,child of
2273,19290523-4299,19640403-3178,parent of
2274,19290523-4299,19221207-5059,partner of
2275,19630208-1177,19310611-8973,child of
2276,19560826-2864,19310611-8973,child of
2277,19310611-8973,19630208-1177,parent of
2278,19310611-8973,19560826-2864,parent of
2279,19630208-1177,19560826-2864,partner of
2280,19080110-1491,19170402-7615,partner of
2281,19521128-2381,19470808-3971,partner of
2282,19460919-3459,19440219-1707,partner of
2283,19570331-4451,19700223-7820,partner of
2284,19560306-1530,19490831-5997,partner of
2285,19461026-3786,19180415-1433,child of
2286,19180415-1433,19461026-3786,parent of
2287,19461026-3786,19160412-6691,child of
2288,19160412-6691,19461026-3786,parent of
2289,19180415-1433,19170618-9984,partner of
2290,19180415-1433,19160412-6691,partner of
2291,19170618-9984,19160412-6691,partner of
2292,19360906-5517,19440720-3123,partner of
2293,19360906-5517,19330425-5592,partner of
2294,19440720-3123,19330425-5592,partner of
2295,19700110-4551,19580608-1633,partner of
2296,19700110-4551,19561220-9263,partner of
2297,19700110-4551,19570606-5407,partner of
2298,19580608-1633,19561220-9263,partner of
2299,19580608-1633,19570606-5407,partner of
2300,19561220-9263,19570606-5407,partner of
2301,19640512-3049,19570309-9930,partner of
2302,19700328-8476,19460920-7972,child of
2303,19460920-7972,19700328-8476,parent of
2304,19700328-8476,19390424-4570,child of
2305,19390424-4570,19700328-8476,parent of
2306,19460920-7972,19390424-4570,partner of
2307,19020612-7031,19010615-3406,partner of
2308,19630217-5874,19620115-4225,partner of
2309,19121022-9160,19240615-8989,partner of
2310,19121022-9160,19121229-9292,partner of
2311,19240615-8989,19121229-9292,partner of
2312,19570515-4559,19440103-4659,partner of
2313,19440103-4659,19331217-5800,partner of
2314,19440103-4659,19371113-4212,partner of
2315,19331217-5800,19371113-4212,partner of
2316,19540401-7145,19081005-2037,child of
2317,19690902-3636,19081005-2037,child of
2318,19081005-2037,19540401-7145,parent of
2319,19081005-2037,19690902-3636,parent of
2320,19500107-1300,19170603-8699,child of
2321,19460414-6813,19170603-8699,child of
2322,19170603-8699,19500107-1300,parent of
2323,19170603-8699,19460414-6813,parent of
2324,19500107-1300,19460414-6813,partner of
2325,19170603-8699,19220803-2936,partner of
2326,19450602-9374,19410109-7324,partner of
2327,19410109-7324,19300224-2883,partner of
2328,19680718-1126,19221001-3219,child of
2329,19590817-4462,19221001-3219,child of
2330,19221001-3219,19680718-1126,parent of
2331,19221001-3219,19590817-4462,parent of
2332,19680718-1126,19590817-4462,partner of
2333,19460304-9456,19230918-2567,child of
2334,19230918-2567,19460304-9456,parent of
2335,19280708-5596,19230918-2567,partner of
2336,19280708-5596,19370408-5140,partner of
2337,19460304-9456,19370408-5140,partner of
2338,19191110-2352,19310421-7406,partner of
2339,19371115-8664,19470106-3411,partner of
2340,19640912-1389,19650921-9623,partner of
2341,19630305-4413,19060123-9572,child of
2342,19060123-9572,19630305-4413,parent of
2343,19030703-5059,19060123-9572,partner of
2344,19700809-8742,19240122-6552,child of
2345,19670828-1833,19240122-6552,child of
2346,19240122-6552,19700809-8742,parent of
2347,19240122-6552,19670828-1833,parent of
2348,19700809-8742,19670828-1833,partner of
2349,19130917-5119,19150928-2877,partner of
2350,19250606-7446,19380323-5776,partner of
2351,19711026-3640,19610723-5582,partner of
2352,19071108-8556,19191011-7067,partner of
2353,19191011-7067,19311109-1589,partner of
2354,19480314-3984,19411023-9243,partner of
2355,19520722-8481,19460119-1975,partner of
2356,19340214-3064,19340324-4493,partner of
2357,19550531-1307,19290211-3241,child of
2358,19701031-1591,19290211-3241,child of
2359,19290211-3241,19550531-1307,parent of
2360,19290211-3241,19701031-1591,parent of
