,personNr1,personNr2,connection
0,19730218-6882,19800629-9132,partner of
0,19980825-0353,19970330-2116,partner of
0,19691122-7482,19760611-0937,partner of
0,19850302-2480,19910219-4629,partner of
0,19540213-6229,19600918-4236,partner of
0,19521222-4084,19521222-9056,partner of
0,19410515-9921,19420226-4871,partner of
0,19451220-9292,19500807-7774,partner of
0,19840915-0193,19880114-9972,partner of
0,19450214-3761,19520417-4280,partner of
0,19330217-6145,19350101-7786,partner of
0,20031231-1515,20080912-2799,partner of
0,19250101-6104,19280924-1263,partner of
0,19470715-7006,19530101-6576,partner of
0,19470207-8534,19481229-9423,partner of
0,19431201-0094,19470605-7797,partner of
0,19450621-7545,19500322-9908,partner of
0,19511023-7524,19580407-4370,partner of
0,19530802-5075,19560210-9687,partner of
0,19680128-3382,19751231-8990,partner of
0,19930612-2192,19961219-8332,partner of
0,19650217-9783,19720602-6289,partner of
0,19500304-5971,19550621-6450,partner of
0,20031231-8345,20070927-1473,partner of
0,19961024-5789,19990418-5733,partner of
0,19551107-6653,19551107-8967,partner of
1,19980802-7387,19960714-6473,partner of
0,19931020-1888,19990329-1701,partner of
0,19600911-7382,19630121-0972,partner of
0,19620518-2252,19630910-9474,partner of
0,19751119-7564,19761210-2786,partner of
0,19250101-6179,19281223-8654,partner of
0,19581009-9322,19600317-9951,partner of
0,19690617-6192,19720912-5855,partner of
0,19430418-1770,19470629-7421,partner of
0,19980101-6330,19970213-7556,partner of
0,19250101-5107,19281107-5141,partner of
0,19830516-0760,19850216-4732,partner of
0,20031231-8616,20090110-8672,partner of
0,19600211-7352,19650130-0874,partner of
0,19881101-8721,19900114-2642,partner of
0,19980102-2357,19961113-8724,partner of
0,19480517-7688,19521223-7704,partner of
0,19790128-7509,19840116-5237,partner of
0,19700720-3659,19710719-2972,partner of
0,20031231-7710,20081127-5048,partner of
0,19780821-9347,19800616-1701,partner of
0,20031231-4533,20050722-8058,partner of
0,19820924-8784,19820924-8091,partner of
0,19780908-4039,19820122-3507,partner of
0,19600608-4562,19610103-9805,partner of
0,19620612-8221,19671215-0131,partner of
0,19730412-6218,19771125-0581,partner of
0,20020419-1072,20050525-3455,partner of
0,20031231-8458,20090905-3021,partner of
0,19511030-2534,19530725-4222,partner of
0,20021220-2373,19800403-3138,child of
1,19800403-3138,20021220-2373,parent of
2,20021220-2373,19840113-9062,child of
3,19840113-9062,20021220-2373,parent of
0,19800403-3138,19840113-9062,partner of
0,19661121-7816,19680503-0786,partner of
0,19600626-8593,19650104-2137,partner of
0,19501004-3023,19540427-4894,partner of
0,19680910-6161,19710509-1509,partner of
0,19720928-9084,19781102-2871,partner of
0,19250101-2654,19290531-6299,partner of
0,19530913-8092,19560222-6688,partner of
0,19820201-3485,19870119-6244,partner of
0,19550427-1685,19590825-3095,partner of
0,20031231-9293,20090108-7990,partner of
0,19800611-2661,19841017-6865,partner of
0,19270113-9082,19290203-4117,partner of
0,19470625-6552,19470625-3059,partner of
0,19600724-8612,19630221-5669,partner of
0,19671226-1426,19700718-0322,partner of
0,20020406-2257,20061031-6560,partner of
0,19860314-5047,19900520-5385,partner of
0,19701218-2564,19721219-3832,partner of
0,19601121-0801,19610925-8771,partner of
0,19800210-3777,19800411-8140,partner of
0,19630606-5399,19650728-6667,partner of
0,19941117-9344,19960510-0699,partner of
0,19250101-8221,19280106-6222,partner of
0,19801210-8189,19870220-6181,partner of
0,19780618-6822,19800303-2767,partner of
0,19860507-7833,19910708-2067,partner of
0,19680403-4529,19720729-4527,partner of
0,19340531-5782,19350204-2221,partner of
0,19780130-5841,19810922-1835,partner of
0,19980101-4424,19960325-1141,partner of
1,19980101-4424,19941016-1038,partner of
2,19960325-1141,19941016-1038,partner of
0,19740424-7150,19770908-1634,partner of
0,19720213-7956,19720807-1588,partner of
0,20030921-6248,19770416-9006,child of
1,19770416-9006,20030921-6248,parent of
2,20030921-6248,19770416-4144,child of
3,19770416-4144,20030921-6248,parent of
0,19770416-9006,19770416-4144,partner of
1,20030921-6248,19990422-1639,partner of
0,19650505-4640,19690506-7733,partner of
0,19510810-5841,19530428-4675,partner of
0,19780222-3682,19851231-5081,partner of
0,19821021-9430,19850121-3667,partner of
0,19680224-8440,19700914-5402,partner of
0,19841128-0027,19881110-4213,partner of
0,19770717-2327,19801115-0351,partner of
0,19840416-1400,19850403-5653,partner of
0,19620816-8915,19671105-2454,partner of
0,20030917-9802,19440309-5154,child of
1,19440309-5154,20030917-9802,parent of
0,19371102-5614,19371102-5740,partner of
1,19981020-3262,19960410-7005,partner of
2,19981020-3262,19941128-2830,partner of
3,19960410-7005,19941128-2830,partner of
0,19590804-7245,19620806-1906,partner of
0,20000625-6896,20000625-4684,partner of
0,19340307-1991,19410512-1841,partner of
0,20031231-1356,20081111-6337,partner of
0,19560529-1858,19620619-6895,partner of
0,19990714-2519,20021202-5004,partner of
0,19981212-6330,19970225-8222,partner of
0,19760307-6356,19930101-8757,partner of
0,19390609-1738,19390609-3130,partner of
0,19570308-3127,19600109-0326,partner of
0,19890629-6511,19910329-7129,partner of
0,20031231-6476,20081203-2724,partner of
0,19421002-0415,19440723-5779,partner of
0,19280726-9393,19310724-4072,partner of
0,19690328-6226,19730728-5271,partner of
0,19250101-2163,19280807-6708,partner of
0,19970419-9749,19980330-9496,partner of
0,19630519-8468,19650627-9599,partner of
0,20021222-4930,19740405-0871,child of
1,19740405-0871,20021222-4930,parent of
0,19810621-6383,19830503-6053,partner of
0,19920723-0091,19990729-9095,partner of
0,19440103-5203,19451201-0973,partner of
0,20021103-8163,19440530-4836,child of
1,19440530-4836,20021103-8163,parent of
0,19690228-0841,19710204-5689,partner of
0,19960824-0424,20001111-5121,partner of
0,20031114-6583,20100102-1563,partner of
0,19700604-4877,19710826-4503,partner of
0,19610518-7379,19650104-9898,partner of
0,19291111-4328,19311028-8843,partner of
0,19371001-7240,19410217-9715,partner of
0,20031231-3473,20051012-2219,partner of
0,20011023-6104,20060214-0119,partner of
0,19390823-5192,19450104-9643,partner of
0,19410722-1616,19461002-7787,partner of
0,19421006-4902,19440930-2483,partner of
0,19790427-9745,19810224-6250,partner of
0,19980516-3655,19960717-2477,partner of
1,19980516-3655,19941023-0955,partner of
2,19960717-2477,19941023-0955,partner of
0,19650703-9227,19700320-5996,partner of
0,19600802-8546,19651004-9405,partner of
0,19960303-9574,19980618-3048,partner of
0,19250101-0343,19260825-3619,partner of
1,19981025-4765,19960806-8106,partner of
2,19981025-4765,19940101-5706,partner of
3,19960806-8106,19940101-5706,partner of
0,19970902-0010,20020907-6441,partner of
0,19431225-5150,19470223-6497,partner of
1,20000812-8348,19960729-8880,partner of
0,20031231-4989,20091019-5980,partner of
0,19690808-9925,19740807-6315,partner of
0,19650519-2642,19680104-4589,partner of
0,19551008-2499,19570428-2638,partner of
0,19850122-3272,19891001-3236,partner of
0,19781217-1744,19800624-8477,partner of
0,19570819-2463,19641231-7129,partner of
0,20021102-2410,19501207-6051,child of
1,19501207-6051,20021102-2410,parent of
2,20021102-2410,19501207-8209,child of
3,19501207-8209,20021102-2410,parent of
0,19501207-6051,19501207-8209,partner of
0,19781016-5241,19851231-0935,partner of
0,19760226-7522,19790601-4623,partner of
0,19750603-3596,19821231-9376,partner of
0,19471010-2886,19500215-1090,partner of
0,20031231-8355,20080320-4634,partner of
0,19691013-2263,19750531-6191,partner of
0,19361216-3477,19380523-5587,partner of
0,19631218-0860,19690224-1017,partner of
0,19990213-0389,19960406-5230,partner of
0,19440619-7337,19980204-5965,partner of
1,19440619-7337,19961005-8887,partner of
2,19980204-5965,19961005-8887,partner of
3,19980204-5965,19941225-0815,partner of
4,19961005-8887,19941225-0815,partner of
0,19410805-4632,19481231-3614,partner of
1,20000323-1164,20011231-6540,partner of
2,20000323-1164,19970214-9346,partner of
3,20011231-6540,19970214-9346,partner of
0,19641216-8410,19690912-4886,partner of
0,20020320-6423,20060711-4753,partner of
0,19420913-2058,19480308-6636,partner of
0,20031231-3917,20060723-6696,partner of
0,19810228-4121,19840913-6139,partner of
0,19840911-6079,19900914-8922,partner of
0,19431226-9426,19491219-4618,partner of
0,19250101-7025,19270923-9281,partner of
0,19430211-8628,19440424-2205,partner of
0,19420508-2874,19460303-0511,partner of
0,19450202-7853,19470424-5015,partner of
0,19441202-1009,19511231-5554,partner of
0,19521103-2516,19561226-1864,partner of
0,19630815-2003,19670720-3828,partner of
0,19860202-0528,19890817-0267,partner of
0,19340717-8734,19370701-4349,partner of
0,19250101-0972,19291109-0730,partner of
0,19550812-9031,19570224-6152,partner of
0,19250101-7301,19280716-4870,partner of
0,19480628-2047,19511207-1742,partner of
0,19780221-9173,19780221-8153,partner of
0,19410727-1972,19450103-0696,partner of
0,19610619-0928,19650501-7680,partner of
0,19980522-5268,19960201-8543,partner of
0,19980422-2816,19970330-7580,partner of
0,19571221-3063,19571221-0186,partner of
1,19980513-1344,19970825-5850,partner of
2,19980513-1344,19940113-8405,partner of
3,19970825-5850,19940113-8405,partner of
0,19980710-7694,19960403-6378,partner of
0,19250101-9433,19290626-5496,partner of
0,19591022-4319,19621114-1563,partner of
0,19980101-9426,19960910-0033,partner of
0,19271212-6451,19281118-5482,partner of
0,19750301-3039,19801017-4113,partner of
0,19350323-6342,19350419-9582,partner of
0,19630424-5041,19650903-1354,partner of
0,19601024-6341,19660828-8876,partner of
0,19250101-6112,19311214-9017,partner of
0,19411025-0287,19450906-1857,partner of
1,19990527-7948,19960916-6364,partner of
2,19990527-7948,19951003-9104,partner of
3,19960916-6364,19951003-9104,partner of
0,19820606-7106,19841023-9068,partner of
0,20011121-9504,20060226-5799,partner of
0,20031231-0841,20080518-1118,partner of
0,19591221-4466,19640220-8012,partner of
0,19561016-2582,19580317-9467,partner of
1,20011231-9725,19950621-3956,partner of
0,19480819-4249,19540727-0745,partner of
1,19980607-4140,19960428-1820,partner of
0,19480424-4556,19490726-0612,partner of
0,19770209-2748,19781102-7754,partner of
0,19390416-4408,19400206-6539,partner of
0,19951109-2879,19980309-2956,partner of
0,19700730-9169,19730517-4980,partner of
0,19590126-8609,19630713-8404,partner of
0,19960616-9613,19970904-9583,partner of
0,19810812-2088,19840406-6975,partner of
0,19831206-7729,19871014-6043,partner of
0,19800425-6263,19860131-2519,partner of
0,19990123-2519,19961016-6052,partner of
0,19980928-1633,20040525-6507,partner of
0,19780617-1270,19800929-3422,partner of
0,20000411-7204,20050108-1543,partner of
0,20021013-3188,19730423-5623,child of
1,19730423-5623,20021013-3188,parent of
2,20021013-3188,19790218-7903,child of
3,19790218-7903,20021013-3188,parent of
0,19730423-5623,19790218-7903,partner of
0,19781204-2662,19840619-3997,partner of
0,19740320-4435,19790729-9200,partner of
0,20031231-5626,20070112-9189,partner of
0,19680127-1465,19710419-7319,partner of
0,19760218-5927,19760416-8856,partner of
0,19770512-8015,19840915-7490,partner of
0,19420309-6595,19470806-9752,partner of
0,19271213-6727,19331230-1289,partner of
0,19250101-2656,19280720-4970,partner of
0,20031231-6329,20050719-8948,partner of
0,19431019-7212,19501231-2051,partner of
0,20031231-0413,20080712-3050,partner of
0,19440430-7716,19480417-4574,partner of
0,19980919-2569,19970318-2510,partner of
0,19970614-2634,20030601-6235,partner of
0,19360520-0867,19411116-7113,partner of
0,19731226-5560,19760208-6341,partner of
0,19450527-5188,19491128-5868,partner of
0,20000907-2005,20061211-7266,partner of
0,19400213-6859,19470331-6584,partner of
0,19500507-2316,19530125-5858,partner of
0,19890714-6175,19911220-4334,partner of
0,19420627-2271,19480829-6484,partner of
1,20000101-9139,19980408-9539,partner of
2,20000101-9139,19961028-3001,partner of
3,19980408-9539,19961028-3001,partner of
0,19820726-2508,19851114-4722,partner of
0,19701011-3565,19760715-5296,partner of
0,19940416-2864,19940416-4147,partner of
0,19871030-9437,19910825-6790,partner of
0,19490908-2505,19530613-6367,partner of
0,20010324-6668,19980224-5168,partner of
0,19621017-9748,19661101-8839,partner of
0,19820119-9410,19841111-1206,partner of
0,19511125-9791,19550624-5617,partner of
0,19330502-7355,19381026-5987,partner of
1,19980801-8030,19970712-3860,partner of
2,19980801-8030,19951224-7165,partner of
3,19970712-3860,19951224-7165,partner of
0,19551226-9417,19620311-4507,partner of
0,19580728-8183,19630513-2598,partner of
0,20020508-8792,19760830-3664,child of
1,19760830-3664,20020508-8792,parent of
2,20020508-8792,19800723-6182,child of
3,19800723-6182,20020508-8792,parent of
0,19760830-3664,19800723-6182,partner of
0,19250101-0694,19281123-9703,partner of
0,19701027-4552,19721101-9222,partner of
0,20020519-3610,19740602-2547,child of
1,19740602-2547,20020519-3610,parent of
0,20020519-3610,19980831-3761,partner of
0,19800525-2849,19801220-1841,partner of
1,19801220-1841,19940310-2635,partner of
0,19710826-6653,19761118-3920,partner of
0,19900208-3174,19900208-6147,partner of
0,20020101-7716,19720520-8676,child of
1,19720520-8676,20020101-7716,parent of
0,19630623-2569,19661008-7848,partner of
0,20030319-2001,19691001-0669,child of
1,19691001-0669,20030319-2001,parent of
2,20030319-2001,19750823-1543,child of
3,19750823-1543,20030319-2001,parent of
0,19691001-0669,19750823-1543,partner of
0,19580912-4050,19600412-7584,partner of
0,19730217-7117,19760323-2553,partner of
0,20030824-5392,19430108-5698,child of
1,19430108-5698,20030824-5392,parent of
2,20030824-5392,19460224-5980,child of
3,19460224-5980,20030824-5392,parent of
0,19430108-5698,19460224-5980,partner of
1,20030824-5392,19980416-1946,partner of
2,20030824-5392,19970315-4934,partner of
3,19980416-1946,19970315-4934,partner of
0,19250101-5787,19250101-0007,partner of
0,19861222-5938,19910611-7747,partner of
0,19800205-6795,19831202-3716,partner of
0,19870811-8835,19880523-3511,partner of
0,19680927-6095,19710922-5209,partner of
0,19460919-1837,19521028-4926,partner of
1,20010329-0413,19980219-2777,partner of
2,20010329-0413,19960613-2811,partner of
3,19980219-2777,19960613-2811,partner of
0,19321214-9431,19391231-1165,partner of
0,20020714-1044,19520124-3289,child of
1,19520124-3289,20020714-1044,parent of
2,20020714-1044,19591231-9865,child of
3,19591231-9865,20020714-1044,parent of
0,19520124-3289,19591231-9865,partner of
1,20020714-1044,19951106-6124,partner of
0,19980802-9315,19970115-1708,partner of
0,19680929-0702,19721128-5314,partner of
0,19471018-1062,19530825-3527,partner of
1,19980704-1368,19961219-5613,partner of
0,19560513-9011,19561101-0572,partner of
0,19651015-5418,19721231-6885,partner of
0,19700912-1596,19710130-4324,partner of
0,19250101-3838,19290215-8639,partner of
0,19720924-2811,19791231-5433,partner of
0,19690216-4088,19750604-6533,partner of
0,19700910-2661,19701025-6086,partner of
0,19801105-2750,19811220-0568,partner of
0,19480202-9329,19480202-9516,partner of
0,20031228-8704,20041223-4706,partner of
0,19550512-8698,19550512-6729,partner of
0,19681030-4832,19681030-4008,partner of
0,19691013-0264,19740425-0732,partner of
1,19970714-4711,19960718-4197,partner of
2,19970714-4711,19960718-8358,partner of
3,19960718-4197,19960718-8358,partner of
0,19931026-1725,19940416-1396,partner of
0,19300109-8421,19360223-4424,partner of
1,19980815-9052,19970317-6167,partner of
0,19860926-5534,19910812-4565,partner of
0,19370507-6442,19431106-0628,partner of
0,20020411-9622,19681111-2198,child of
1,19681111-2198,20020411-9622,parent of
0,20020411-9622,20000901-7518,partner of
0,19560108-3072,19581217-9177,partner of
1,20010517-0186,19940428-0435,partner of
0,19730415-9548,19760710-5048,partner of
0,19571013-7305,19640525-9009,partner of
0,19991231-7812,19961003-1143,partner of
1,19991231-7812,19941012-7489,partner of
2,19961003-1143,19941012-7489,partner of
0,19730507-2947,19770305-6469,partner of
0,20010327-5608,19950328-9610,partner of
0,19250101-9666,19310121-1329,partner of
1,19990606-1139,19970402-4830,partner of
2,19990606-1139,19940725-6226,partner of
3,19970402-4830,19940725-6226,partner of
0,19631006-7483,19680812-6862,partner of
0,19501205-5932,19560625-2364,partner of
0,19800425-4527,19840721-7410,partner of
0,19980801-4252,19960729-5752,partner of
