PersonNr,Lan,Kommun,Forsamling,Distriktskod,FastLopNr,FastBet,Barn0_3,Barn4_6,Barn7_10,Barn11_15,Barn16_17,Barn18plus,Barn18_19,Barn20plus,FamId,Sun2000niva_old,SUN2000niva,SUN2000Inr,SUN2000Grp,CfarNr_LISA,ArbstId,AstNr_LISA,AstKommun,AstLan,KU1PeOrgNr,KU1CfarNr,KU1AstNr,KU1AstKommun,KU1AstLan,KU1YrkStalln,KU2PeOrgNr,KU2CfarNr,KU2AstNr,KU2AstKommun,KU2AstLan,KU2YrkStalln,KU3PeOrgNr,KU3CfarNr,KU3AstNr,KU3AstKommun,KU3AstLan,KU3YrkStalln,FodelseAr,DodDatum,Alder,Kon,InvUtvLand,InvUtvManad,PostTyp,FodelseLandnamn,FodelseTidMor,FodelseLandnamnMor,FodelseTidFar,FodelseLandnamnFar,UtlSvBakg,SyssStat,ArbTid,YrkStalln,KU1lnk,KU2lnk,KU3lnk,Raks_SummaInk,Raks_Huvudanknytning,Raks_EtablGrad,Raks_Forvink
19470817-2685,Södermanland county,Oxelösund,048101,212001,480271169,Oxelösund Oxelösund 367606760,0,0,0,0,0,0,0,0,19470817-2685,58529,4,725d,Biomedicinsk analytikerutbildning,101258412,10125841252630Trosa461102-0249,52630,Trosa,Södermanland county,461102-0249,101258412,52630,Trosa,Södermanland county,1,561123-7983,690265323,45575,Oxelösund,Södermanland county,1,-,-,-,0000,00,-,1947,,43,2,Poland,2004-04,Utv,Netherlands,1982-01-02,USA,1979-01-02,Syria,11,5,3,2,2079,495,0,3741,1,0,0
19530623-6716,Jämtland county,Härjedalen,236107,319009,237716292,Härjedalen Funäsdalen 119330421,0,0,0,0,0,0,0,0,19530623-6716,59310,3,840,Transportutbildning på gymnasial nivå,811698435,81169843583105Östersund590226-5287,83105,Östersund,Jämtland county,590226-5287,811698435,83105,Östersund,Jämtland county,1,380120-2536,250185982,84250,Berg,Jämtland county,1,-,-,-,0000,00,-,1953,,37,1,Syria,1971-05,Inv,USA,1982-01-02,Turkey,1979-01-02,Brazil,11,1,3,2,1445,1096,0,4479,2,1,0
19601231-2398,Jämtland county,Härjedalen,236107,319009,237716292,Härjedalen Funäsdalen 119330421,0,0,0,0,0,0,0,0,19530623-6716,96102,3,210a,Estetisk utbildning på gymnasial nivå,927434423,92743442315567Ragunda601231-2398,15567,Ragunda,Jämtland county,601231-2398,927434423,15567,Ragunda,Jämtland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1960,,30,1,Finland,2000-08,Utv,Turkey,1982-01-02,USA,1979-01-02,Afghanistan,11,1,5,2,1420,0,0,2488,2,0,0
19631207-5841,Skåne county,Ystad,128601,101048,990820189,Ystad Löderup 335153940,0,0,1,0,0,0,0,0,19631207-5841,27352,5,213,"Medieproduktion, eftergymnasial utbildning",672142760,67214276026337Svedala350803-2168,26337,Svedala,Skåne county,350803-2168,672142760,26337,Svedala,Skåne county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1963,,27,2,UK,1979-04,Utv,Pakistan,1982-01-02,UK,1979-01-02,Iran,11,1,5,2,1353,0,0,1482,4,0,0
19610606-8488,Gotland county,Gotland,098029,106065,137522982,Gotland Burgsvik 36762250,0,0,0,0,0,0,0,0,19610606-8488,11293,4,725d,Biomedicinsk analytikerutbildning,930331770,93033177033578Gotland501030-9778,33578,Gotland,Gotland county,501030-9778,930331770,33578,Gotland,Gotland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1961,,29,2,Finland,2013-10,Inv,Sweden,1982-01-02,Sweden,1979-01-02,Germany,21,1,2,1,1207,0,0,3093,6,NULL,0
19630910-3114,Gotland county,Gotland,098029,106065,137522982,Gotland Burgsvik 36762250,0,0,0,0,0,0,0,0,19610606-8488,80585,6,522a,"Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik",634099321,63409932102397Gotland520601-1161,02397,Gotland,Gotland county,520601-1161,634099321,02397,Gotland,Gotland county,1,630910-3114,212501173,00929,Gotland,Gotland county,1,-,-,-,0000,00,-,1963,19651202,2,1,Italy,1963-10,Inv,Sweden,1982-01-02,UK,1979-01-02,UK,12,1,4,4,1396,1169,0,2565,5,NULL,0
19581126-4186,Västernorrland county,Örnsköldsvik,228409,321036,402551704,Örnsköldsvik Långviksmon 148001055,0,0,0,0,0,0,0,0,19581126-4186,79217,522,210b,"Minst 30 högskolepoäng inom humaniora och konst, ej examen",833799925,83379992558253Ånge361012-5237,58253,Ånge,Västernorrland county,361012-5237,833799925,58253,Ånge,Västernorrland county,1,630904-4624,619672213,38841,Sundsvall,Västernorrland county,1,-,-,-,0000,00,-,1958,,32,2,Denmark,2001-06,Utv,Iraq,1982-01-02,UK,1979-01-02,Pakistan,11,1,9,2,1703,1247,0,2950,1,0,0
19430429-4426,Norrbotten county,Övertorneå,251801,325020,130283405,Övertorneå Hedenäset 380123119,0,0,0,0,0,0,0,0,19430429-4426,85144,547,145,"Ämneslärarutbildning, allmänna ämnen",-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1943,,47,2,Romania,2013-02,Utv,India,1982-01-02,Germany,1979-01-02,Afghanistan,11,6, , ,0,0,0,2152,5,NULL,0
19640206-5487,Dalarna county,Smedjebacken,206101,217004,408953247,Smedjebacken Hagge 119619372,0,0,0,0,0,0,0,0,19640206-5487,98978,3,622c,Gymnasial utbildning inom lant- och skogsbruk samt djursjukvård,804482624,80448262499985Rättvik430824-5487,99985,Rättvik,Dalarna county,430824-5487,804482624,99985,Rättvik,Dalarna county,1,640206-5487,948762124,98469,Mora,Dalarna county,1,580321-6925,548967968,22668,Rättvik,Dalarna county,1,1964,,26,2,Italy,2011-02,Utv,Italy,1982-01-02,UK,1979-01-02,Finland,11,1,2,1,1531,1385,376,3292,6,NULL,0
19651115-6497,Dalarna county,Smedjebacken,206101,217004,408953247,Smedjebacken Hagge 119619372,0,0,0,0,0,0,0,0,19640206-5487,64421,6,863,Militär utbildning på eftergymnasial nivå,123074174,12307417442074Ludvika590322-9202,42074,Ludvika,Dalarna county,590322-9202,123074174,42074,Ludvika,Dalarna county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1965,,25,1,India,2010-03,Utv,Finland,1982-01-02,Sweden,1979-01-02,Pakistan,21,5,5,4,1900,0,0,2356,5,NULL,0
19260306-6884,Västerbotten county,Norsjö,241702,323024,640782990,Norsjö Norsjö 166397520,0,0,0,0,0,0,0,0,19260306-6884,55180,547,149a,Speciallärar- och specialpedagogutbildning,809090635,80909063595607Bjurholm340627-3414,95607,Bjurholm,Västerbotten county,340627-3414,809090635,95607,Bjurholm,Västerbotten county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1926,,64,2,Iraq,1967-10,Inv,USA,1982-01-02,Syria,1979-01-02,Iraq,11,1,5,1,688,0,0,1831,6,NULL,0
19321231-4114,Västerbotten county,Norsjö,241702,323024,640782990,Norsjö Norsjö 166397520,0,0,0,0,0,0,0,0,19260306-6884,37211,333,582e,Gymnasieutbildning inom bygg,868198081,86819808185294Malå340810-5267,85294,Malå,Västerbotten county,340810-5267,868198081,85294,Malå,Västerbotten county,1,500512-8983,671637392,05778,Sorsele,Västerbotten county,1,-,-,-,0000,00,-,1932,,58,1,Sweden,2000-06,Utv,Poland,1982-01-02,Turkey,1979-01-02,Turkey,11,1,5,2,1353,656,0,2009,4,1,0
19350721-0478,Uppsala county,Uppsala,038038,215132,639333648,Uppsala Ultuna 279904191,0,0,0,0,0,0,0,0,19350721-0478,68133,557,143a,Förskollärarutbildning,649664423,64966442331593Uppsala350721-0478,31593,Uppsala,Uppsala county,350721-0478,649664423,31593,Uppsala,Uppsala county,1,660407-0195,927518905,88592,Heby,Uppsala county,1,-,-,-,0000,00,-,1935,,55,1,USA,2004-02,Inv,Romania,1982-01-02,Italy,1979-01-02,Afghanistan,11,1,3,4,1319,948,0,2357,6,NULL,0
19500524-2071,Halland county,Falkenberg,138208,104036,818479882,Falkenberg Älvsered 218066682,0,0,0,0,0,0,0,0,19500524-2071,48405,55,543a,"Civilingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik",845491980,84549198063945Varberg510719-2478,63945,Varberg,Halland county,510719-2478,845491980,63945,Varberg,Halland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1950,,40,1,India,2001-08,Inv,Iraq,1982-01-02,Afghanistan,1979-01-02,China,11,1,4,2,1444,0,0,1642,3,1,0
19660223-1704,Kronoberg county,Lessebo,076102,105067,898809384,Lessebo Lessebo 91251667,0,0,0,0,0,0,0,0,19660223-1704,85798,3,213,Gymnasial utbildning för medieproduktion,105532474,10553247400410Uppvidinge351226-7450,00410,Uppvidinge,Kronoberg county,351226-7450,105532474,00410,Uppvidinge,Kronoberg county,1,380127-5673,735214881,36347,Markaryd,Kronoberg county,1,-,-,-,0000,00,-,1966,,24,2,Syria,2006-09,Inv,Netherlands,1982-01-02,Romania,1979-01-02,Finland,11,1,9,2,1732,1546,0,3278,1,0,0
19660613-4416,Kronoberg county,Lessebo,076102,105067,898809384,Lessebo Lessebo 91251667,0,0,0,0,0,0,0,0,19660223-1704,66083,323,521,Gymnasieutbildning inom verkstadsteknik,581321810,58132181035268Uppvidinge660613-4416,35268,Uppvidinge,Kronoberg county,660613-4416,581321810,35268,Uppvidinge,Kronoberg county,1,411230-4476,471924005,28033,Älmhult,Kronoberg county,1,-,-,-,0000,00,-,1966,,24,1,Iraq,1999-06,Utv,USA,1982-01-02,USA,1979-01-02,Netherlands,11,1,3,2,895,849,0,2111,1,0,0
19470225-8223,Östergötland county,Åtvidaberg,056101,108055,570406207,Åtvidaberg Grebo 1275777,0,0,0,0,0,0,0,0,19470225-8223,15515,3,761,Gymnasial utbildning med inriktning mot barn och ungdom,644046166,64404616669337Valdemarsvik481010-5806,69337,Valdemarsvik,Östergötland county,481010-5806,644046166,69337,Valdemarsvik,Östergötland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1947,,43,2,Finland,1971-06,Utv,Netherlands,1982-01-02,Syria,1979-01-02,Poland,11,5,5,2,1449,0,0,2256,4,0,0
19510124-9791,Östergötland county,Åtvidaberg,056101,108055,570406207,Åtvidaberg Grebo 1275777,0,0,0,0,0,0,0,0,19470225-8223,16229,54,727a,Apotekarutbildning,862720257,86272025780203Vadstena320627-2524,80203,Vadstena,Östergötland county,320627-2524,862720257,80203,Vadstena,Östergötland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1951,,39,1,Iraq,1987-06,Utv,Pakistan,1982-01-02,Germany,1979-01-02,Romania,11,1,9,4,866,0,0,866,6,NULL,0
19610920-2156,Östergötland county,Linköping,058036,108083,168854183,Linköping Ekängen 139294522,0,0,0,0,0,0,0,0,19610920-2156,18444,3,210a,Estetisk utbildning på gymnasial nivå,800927834,80092783461217Boxholm330203-1854,61217,Boxholm,Östergötland county,330203-1854,800927834,61217,Boxholm,Östergötland county,1,711201-5217,105668806,64889,Linköping,Östergötland county,1,-,-,-,0000,00,-,1961,,29,1,Sweden,1985-09,Utv,Denmark,1982-01-02,Iraq,1979-01-02,Romania,11,1,4,2,1471,804,0,2275,1,1,0
19640708-8554,Östergötland county,Linköping,058036,108083,168854183,Linköping Ekängen 139294522,0,0,0,0,0,0,0,0,19610920-2156,57090,3,4,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT",684717284,68471728492571Vadstena400901-4577,92571,Vadstena,Östergötland county,400901-4577,684717284,92571,Vadstena,Östergötland county,1,540816-7422,872405064,02456,Kinda,Östergötland county,1,620508-8792,240136817,40607,Valdemarsvik,Östergötland county,1,1964,,26,1,Afghanistan,1989-12,Utv,China,1982-01-02,Syria,1979-01-02,USA,11,1,2,1,2002,976,614,3592,5,NULL,0
19320327-7950,Jönköping county,Nässjö,068207,105239,326844666,Nässjö Solberga 235316640,0,0,0,0,0,0,0,0,19320327-7950,59683,329,542,Gymnasieutbildning inom textil- och konfektionsteknik,483638788,48363878896635Gnosjö740526-9790,96635,Gnosjö,Jönköping county,740526-9790,483638788,96635,Gnosjö,Jönköping county,1,320327-7950,875175121,89460,Nässjö,Jönköping county,1,-,-,-,0000,00,-,1932,19940404,62,1,Pakistan,1963-11,Inv,Russia,1982-01-02,Russia,1979-01-02,Pakistan,11,5,4,4,1515,716,0,4213,6,NULL,0
19570224-6971,Västerbotten county,Vilhelmina,246201,324007,948470595,Vilhelmina Vilhelmina 3052909,0,0,0,0,0,0,0,0,19570224-6971,37940,54,727x,Apotekarutbildning,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1957,,33,1,Pakistan,1969-11,Inv,China,1982-01-02,Denmark,1979-01-02,Germany,11,6, , ,0,0,0,2686,6,NULL,0
19600209-2744,Västerbotten county,Vilhelmina,246201,324007,948470595,Vilhelmina Vilhelmina 3052909,0,0,0,0,0,0,0,0,19570224-6971,37500,4,840,Transportutbildning på eftergymnasial nivå,415568377,41556837722465Sorsele600824-4165,22465,Sorsele,Västerbotten county,600824-4165,415568377,22465,Sorsele,Västerbotten county,1,410412-4135,230284277,34114,Malå,Västerbotten county,1,-,-,-,0000,00,-,1960,,30,2,Russia,1980-10,Inv,Iraq,1982-01-02,UK,1979-01-02,India,11,1,5,2,1016,973,0,2898,2,0,0
19700426-8065,Södermanland county,Oxelösund,048101,212001,314702904,Oxelösund Oxelösund 134072863,1,0,0,0,0,0,0,0,19700426-8065,75371,4,481a,Programmerar- och systemerarutbildning (eftergymnasial),228013504,22801350427403Eskilstuna740302-0157,27403,Eskilstuna,Södermanland county,740302-0157,228013504,27403,Eskilstuna,Södermanland county,1,551024-8200,409365354,50356,Vingåker,Södermanland county,1,-,-,-,0000,00,-,1970,,20,2,India,1982-05,Utv,China,1982-01-02,China,1979-01-02,Iran,11,1,3,1,1452,884,0,7324,6,NULL,0
19750613-6788,Södermanland county,Oxelösund,048101,212001,314702904,Oxelösund Oxelösund 134072863,1,0,0,0,0,0,0,0,19700426-8065,34252,3,999,"Gymnasial utbildning, okänd inriktning",830972059,83097205902898Oxelösund521209-4291,02898,Oxelösund,Södermanland county,521209-4291,830972059,02898,Oxelösund,Södermanland county,1,481006-9040,201370646,06691,Strängnäs,Södermanland county,1,-,-,-,0000,00,-,1975,,15,2,Denmark,2017-11,Utv,Syria,1982-01-02,Netherlands,1979-01-02,Iraq,11,5,5,2,1587,789,0,5413,1,0,0
19460513-7154,Norrbotten county,Kalix,251401,325014,689942071,Kalix Sangis 369632329,0,0,0,0,0,0,0,0,19460513-7154,40972,4,213,"Medieproduktion, eftergymnasial utbildning",278798133,27879813394222Övertorneå510413-2790,94222,Övertorneå,Norrbotten county,510413-2790,278798133,94222,Övertorneå,Norrbotten county,1,751231-4634,704387064,91939,Arjeplog,Norrbotten county,1,-,-,-,0000,00,-,1946,,44,1,Netherlands,2016-01,Utv,USA,1982-01-02,Russia,1979-01-02,Syria,11,5,1,1,1413,736,0,5829,5,NULL,0
19550222-5008,Värmland county,Filipstad,178201,213080,545607362,Filipstad Filipstad 185391874,1,0,0,0,1,0,0,0,19550222-5008,13041,532,6,"Minst 30 högskolepoäng inom lant- och skogsbruk samt djursjukvård, ej examen",954970710,95497071048243Forshaga550222-5008,48243,Forshaga,Värmland county,550222-5008,954970710,48243,Forshaga,Värmland county,1,330808-9805,820476764,81127,Grums,Värmland county,1,-,-,-,0000,00,-,1955,,35,2,Poland,2010-12,Inv,USA,1982-01-02,Pakistan,1979-01-02,Brazil,11,1,5,2,2023,1017,0,3481,2,1,0
19740616-7397,Värmland county,Filipstad,178201,213080,545607362,Filipstad Filipstad 185391874,0,0,0,0,0,0,0,0,19550222-5008,35350,547,526x,"Civilingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi",-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1974,,16,1,Netherlands,1976-08,Inv,Germany,1982-01-02,Afghanistan,1979-01-02,Poland,11,6, , ,0,0,0,1458,5,NULL,0
19611016-6109,Värmland county,Filipstad,178201,213080,545607362,Filipstad Filipstad 185391874,1,0,0,0,1,0,0,0,19550222-5008,99170,3,724f,Tandvårdsutbildning på gymnasial nivå,222566638,22256663866976Grums650401-3531,66976,Grums,Värmland county,650401-3531,222566638,66976,Grums,Värmland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1961,,29,2,Romania,1995-01,Utv,UK,1982-01-02,Turkey,1979-01-02,Italy,11,5,5,2,1157,0,0,1926,1,1,0
19620621-3474,Halland county,Laholm,138101,104003,324651173,Laholm Skottorp 331169276,3,0,0,0,0,0,0,0,19620621-3474,72918,5,726a,Fysioterapeututbildning,752538991,75253899104278Laholm520928-6696,04278,Laholm,Halland county,520928-6696,752538991,04278,Laholm,Halland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1962,,28,1,Romania,2003-05,Utv,Sweden,1982-01-02,China,1979-01-02,Poland,12,1,9,2,953,0,0,6255,2,1,0
19641101-5048,Halland county,Laholm,138101,104003,324651173,Laholm Skottorp 331169276,3,0,0,0,0,0,0,0,19620621-3474,84620,413,010c,Naturvetenskaplig gymnasieutbildning,951200216,95120021682284Halmstad641101-5048,82284,Halmstad,Halland county,641101-5048,951200216,82284,Halmstad,Halland county,1,440727-5628,902386661,19030,Varberg,Halland county,1,-,-,-,0000,00,-,1964,,26,2,Italy,1985-11,Inv,Afghanistan,1982-01-02,Denmark,1979-01-02,Romania,11,5,9,2,1489,985,0,2793,1,1,0
19391111-3030,Kalmar county,Kalmar,088013,105018,038933423,Kalmar Dunö 305460961,0,0,0,0,0,0,0,0,19391111-3030,69821,6,213,"Medieproduktion, eftergymnasial utbildning",360399261,36039926152468Hultsfred530219-3071,52468,Hultsfred,Kalmar county,530219-3071,360399261,52468,Hultsfred,Kalmar county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1939,,51,1,Sweden,1971-03,Utv,Netherlands,1982-01-02,Sweden,1979-01-02,Poland,21,1,4,1,1519,0,0,1799,6,NULL,0
19430131-7442,Kalmar county,Kalmar,088013,105018,038933423,Kalmar Dunö 305460961,0,0,0,0,0,0,0,0,19391111-3030,85382,6,213,"Medieproduktion, eftergymnasial utbildning",174538053,17453805338015Mönsterås430131-7442,38015,Mönsterås,Kalmar county,430131-7442,174538053,38015,Mönsterås,Kalmar county,1,711214-2578,323913571,99980,Nybro,Kalmar county,1,-,-,-,0000,00,-,1943,,47,2,Poland,1968-10,Utv,Russia,1982-01-02,Syria,1979-01-02,India,11,5,9,4,952,567,0,3367,5,NULL,0
19450623-1469,Värmland county,Arvika,178407,213084,718679233,Arvika Jössefors 289626300,0,0,0,0,0,0,0,0,19450623-1469,87537,536,523x,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)",134294799,13429479925043Sunne661228-9181,25043,Sunne,Värmland county,661228-9181,134294799,25043,Sunne,Värmland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1945,,45,2,Finland,2016-04,Inv,Afghanistan,1982-01-02,Romania,1979-01-02,Syria,11,1,5,1,1296,0,0,1296,6,NULL,0
19481125-8430,Värmland county,Arvika,178407,213084,718679233,Arvika Jössefors 289626300,0,0,0,0,0,0,0,0,19450623-1469,88247,556,322,Biblioteks- och informationsvetenskaplig högskoleutbildning (minst 3 år),821106014,82110601478629Karlstad671026-5036,78629,Karlstad,Värmland county,671026-5036,821106014,78629,Karlstad,Värmland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1948,,42,1,Syria,1953-07,Utv,Afghanistan,1982-01-02,Sweden,1979-01-02,India,21,5,3,5,571,0,0,4028,6,NULL,0
19541216-3350,Dalarna county,Mora,206201,217039,493177116,Mora Sollerön 342452243,0,0,0,2,0,0,0,0,19541216-3350,44905,3,761,Gymnasial utbildning med inriktning mot barn och ungdom,479059054,47905905499994Borlänge580817-3664,99994,Borlänge,Dalarna county,580817-3664,479059054,99994,Borlänge,Dalarna county,1,270516-4362,296574227,09125,Smedjebacken,Dalarna county,1,541216-3350,313078510,76665,Leksand,Dalarna county,1,1954,,36,1,Syria,2010-03,Inv,Poland,1982-01-02,Iraq,1979-01-02,Afghanistan,11,1,5,1,1257,1063,689,6827,6,NULL,0
19561106-3420,Dalarna county,Mora,206201,217039,493177116,Mora Sollerön 342452243,0,0,0,2,0,0,0,0,19541216-3350,51272,324,543c,Gymnasieutbildning inom träteknik,396799967,39679996790265Vansbro370523-1410,90265,Vansbro,Dalarna county,370523-1410,396799967,90265,Vansbro,Dalarna county,1,411221-0236,888539553,57952,Mora,Dalarna county,1,-,-,-,0000,00,-,1956,,34,2,Netherlands,1985-02,Inv,Russia,1982-01-02,India,1979-01-02,Netherlands,11,1,9,1,1822,730,0,2552,6,NULL,0
19270121-2624,Blekinge county,Karlskrona,108018,102014,948389069,Karlskrona Jämjö 236465365,0,0,0,0,0,0,0,0,19270121-2624,42501,6,529a,Övrig civilingenjörsutbildning,901103281,90110328125126Ronneby600530-8454,25126,Ronneby,Blekinge county,600530-8454,901103281,25126,Ronneby,Blekinge county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1927,20061004,79,2,Sweden,2005-07,Inv,Pakistan,1982-01-02,India,1979-01-02,Netherlands,11,5,4,2,1765,0,0,1765,4,0,0
19620103-3398,Västerbotten county,Skellefteå,248204,323020,787977579,Skellefteå Drängsmark 128633876,0,0,0,0,0,0,0,0,19620103-3398,16371,532,3,"Minst 30 högskolepoäng inom samhällsvetenskap, ekonomi och juridik, ej examen",265236585,26523658566772Bjurholm741017-8490,66772,Bjurholm,Västerbotten county,741017-8490,265236585,66772,Bjurholm,Västerbotten county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1962,19860524,24,1,India,1970-07,Inv,Sweden,1982-01-02,Poland,1979-01-02,Finland,12,1,5,2,1037,0,0,2400,1,1,0
19640902-0584,Västerbotten county,Skellefteå,248204,323020,787977579,Skellefteå Drängsmark 128633876,0,0,0,0,0,0,0,0,19620103-3398,36594,527,144,Lärarutbildning för grundskolans tidiga åldrar,934335739,93433573916577Dorotea430330-4063,16577,Dorotea,Västerbotten county,430330-4063,934335739,16577,Dorotea,Västerbotten county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1964,,26,2,Netherlands,1996-07,Inv,Turkey,1982-01-02,USA,1979-01-02,India,11,1,4,2,1922,0,0,1922,1,0,0
19461129-3143,Västerbotten county,Norsjö,241702,323024,239267404,Norsjö Norsjö 397204361,0,0,0,0,0,0,0,0,19461129-3143,79567,54,727a,Apotekarutbildning,168618510,16861851099743Lycksele520915-5526,99743,Lycksele,Västerbotten county,520915-5526,168618510,99743,Lycksele,Västerbotten county,1,321123-5212,208117336,18043,Dorotea,Västerbotten county,1,-,-,-,0000,00,-,1946,,44,2,Romania,1964-03,Utv,Romania,1982-01-02,Pakistan,1979-01-02,Romania,11,1,4,1,1747,1018,0,2765,6,NULL,0
19490930-8262,Västerbotten county,Norsjö,241702,323024,239267404,Norsjö Norsjö 397204361,0,0,0,0,0,0,0,0,19461129-3143,50317,3,811,Hotell- och restaurangutbildning på gymnasial nivå,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1949,,41,2,USA,1975-06,Inv,China,1982-01-02,Afghanistan,1979-01-02,Iran,11,6, , ,0,0,0,2947,6,NULL,0
19391013-4409,Västernorrland county,Kramfors,228208,321028,289189772,Kramfors Nyland 74818955,0,0,0,0,0,0,0,0,19391013-4409,32245,3,999,"Gymnasial utbildning, okänd inriktning",802665254,80266525444230Härnösand391013-4409,44230,Härnösand,Västernorrland county,391013-4409,802665254,44230,Härnösand,Västernorrland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1939,,51,2,UK,1999-06,Utv,Iran,1982-01-02,Sweden,1979-01-02,Russia,21,1,5,4,1079,0,0,1350,6,NULL,0
19490901-4431,Skåne county,Tomelilla,127005,101090,352075446,Tomelilla Tomelilla 116494751,0,0,0,0,0,0,0,0,19490901-4431,26635,688,380,Juridisk högskoleutbildning (minst 3 år),404365497,40436549781153Skurup510930-7088,81153,Skurup,Skåne county,510930-7088,404365497,81153,Skurup,Skåne county,1,420419-1223,874392085,44221,Kristianstad,Skåne county,1,-,-,-,0000,00,-,1949,,41,1,Russia,1978-03,Inv,India,1982-01-02,Iraq,1979-01-02,Brazil,11,1,5,2,1341,1129,0,2470,2,1,0
19490912-6748,Uppsala county,Heby,033106,215184,655257360,Heby Harbo 366880758,0,0,0,0,0,0,0,0,19490912-6748,98690,699,345,"Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)",987342675,98734267505154Enköping340709-8865,05154,Enköping,Uppsala county,340709-8865,987342675,05154,Enköping,Uppsala county,1,460909-2641,525681541,34369,Uppsala,Uppsala county,1,-,-,-,0000,00,-,1949,,41,2,Iran,1980-06,Inv,Germany,1982-01-02,China,1979-01-02,USA,11,1,5,4,1137,1057,0,2194,5,NULL,0
19311231-5530,Västra Götaland county,Strömstad,148601,109079,131200800,Strömstad Strömstad 137889104,0,0,0,0,0,0,0,0,19311231-5530,61098,537,143d,Förskollärarutbildning,591889767,59188976709524Hjo480901-0365,09524,Hjo,Västra Götaland county,480901-0365,591889767,09524,Hjo,Västra Götaland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1931,,59,1,Russia,2017-02,Inv,Iran,1982-01-02,Brazil,1979-01-02,Poland,11,1,5,2,1671,0,0,1671,1,1,0
